color,RPM,stroke_frequency,producer_name
1081,242,1439,136
1165,659,1478,109
398,1074,486,1164
1817,5,1233,1965
884,914,1086,627
1807,344,906,875
430,1942,152,211
1212,763,117,375
433,1523,1451,956
1920,1625,636,1049
610,1111,672,596
76,1063,1329,868
1462,377,1028,1085
1396,994,1785,1448
134,67,1786,527
1788,606,1690,364
289,480,280,1525
1729,481,1843,825
1555,442,323,682
1188,634,720,197
94,680,1282,216
146,1477,1512,105
1318,1180,102,1541
1485,1520,842,766
1172,486,1071,726
593,1545,399,1020
1637,1388,1260,1621
23,1987,63,1382
1542,1041,1570,87
1154,578,1631,406
168,1689,144,1263
1655,20,937,1727
799,1504,317,990
1098,232,1271,1213
372,829,688,1309
1900,130,626,550
407,1140,1432,20
1384,704,1994,1818
384,1287,1219,1952
1137,1540,870,1254
1076,695,428,724
1276,565,1851,529
1305,682,1355,376
1666,1153,1867,286
371,228,79,755
302,1555,214,1734
994,1476,1656,1093
950,738,742,895
612,1785,190,1962
12,1321,448,266
1450,1316,449,840
1304,1629,92,566
456,302,1229,1448
1978,1524,1206,1871
680,123,827,115
1704,771,1876,1790
1285,444,303,199
1086,1798,1937,1950
1571,59,79,452
1116,734,1240,514
1563,673,1235,988
1345,1982,1704,973
1414,463,343,1621
1874,396,1630,1636
1447,77,733,1459
1,1325,667,69
1751,821,553,298
336,1893,855,518
181,1726,97,407
289,621,1418,1780
1670,765,1198,1121
172,1634,221,1590
908,738,92,1554
1159,356,1932,439
1211,1121,158,1114
242,858,999,803
870,1804,526,963
1406,1361,1222,695
614,380,1005,1465
848,839,418,530
1740,952,1308,1538
87,450,408,64
1581,855,1020,1356
1684,969,1993,498
1178,1861,394,4
1204,1332,1563,1399
639,1032,1715,19
1868,58,1964,205
1315,1407,700,1217
631,549,429,100
1776,1929,777,177
1580,303,851,323
460,1547,553,48
1412,607,681,1473
1818,1386,1020,648
1799,478,1467,795
1641,1846,1530,348
904,1352,97,703
1679,1037,222,896
1929,1284,723,807
559,1554,565,168
1623,1410,207,463
1105,1029,939,1155
1261,1415,372,566
1339,468,1057,582
1149,1997,1868,1137
1469,551,187,316
820,388,1961,139
383,435,1256,44
137,207,313,1075
259,1565,337,1490
1559,935,1989,1829
618,1251,325,984
434,1180,6,958
1103,1096,125,230
1407,379,151,570
1466,393,1827,601
1713,316,786,693
1392,1233,760,203
1497,630,902,443
182,903,441,1255
1837,977,1457,503
242,1755,1855,1331
1118,0,1769,218
1665,619,1936,151
366,715,691,41
310,1955,1726,1518
158,1305,149,272
216,671,1213,937
319,1325,1109,1577
1674,1697,635,147
228,258,1968,1254
1543,1091,1838,680
1279,1069,1210,469
1540,1868,1661,579
1431,1985,1410,131
1088,352,1828,282
1712,562,1719,1846
1793,607,1480,1307
462,1997,9,717
18,1145,949,1004
1571,1999,924,1121
357,198,1537,1337
1068,563,989,958
1748,232,1420,73
1394,212,1482,1472
1758,132,1341,1766
1516,653,500,1737
1959,790,771,1917
1026,1983,1559,1360
290,1644,1105,1609
938,828,1899,1267
736,619,963,13
335,951,108,627
503,861,774,1395
345,1073,114,190
1089,1223,163,350
764,1975,1027,949
526,1071,1311,219
1546,134,52,694
816,1920,1960,137
1273,1720,170,888
1237,1850,631,16
489,1728,307,706
25,1182,1884,949
1727,1114,1272,1922
1666,844,1882,1369
769,563,359,1912
316,1354,503,795
1530,1336,688,660
121,1687,146,402
191,1945,853,144
1962,651,776,1222
1773,317,1933,881
1869,1191,1297,876
104,376,1036,301
1658,1899,934,1323
659,1426,1447,333
262,1229,404,766
1300,797,1625,1950
1237,504,1995,1013
411,294,1110,584
172,1413,603,1022
392,838,1407,707
864,382,1162,1359
1372,1496,1164,1633
1424,1903,1071,1083
1267,1205,716,1486
1549,1124,985,1090
1452,1016,484,25
1932,1131,598,1079
936,1863,575,1426
347,1026,629,1368
237,75,770,1897
1033,64,518,819
677,1768,176,1842
1378,1057,481,1848
1351,1139,439,589
291,1767,1489,781
1505,1486,714,645
1568,1221,1975,1821
385,1869,17,1386
1432,761,1034,1198
1313,170,1346,1089
802,1988,777,4
1234,443,440,1590
783,1082,190,416
805,1214,848,1713
648,199,918,1778
1078,1351,1829,1326
79,590,1725,1562
1152,1155,259,641
911,1106,1316,762
1968,1294,513,844
1848,1198,654,1031
1289,1910,1498,1236
244,13,1903,1745
572,467,1749,1774
1970,810,424,818
1745,1266,431,576
1727,1200,1119,1898
1454,1860,63,1934
632,896,925,213
918,178,1098,1202
825,1728,349,345
265,1880,338,136
283,1812,1035,1018
178,147,632,1259
1553,609,1106,1833
905,962,706,1860
1226,103,722,94
1045,886,1071,1057
1015,1502,1892,1982
482,218,73,1469
1598,898,801,1141
1274,979,1376,1003
493,705,1506,631
1975,1865,1467,1925
389,550,215,116
1883,700,1933,1029
1753,751,1498,36
251,1315,1179,1041
648,1364,168,866
62,1764,261,1002
1754,385,1026,1999
833,1284,238,298
1774,129,1054,1828
778,1093,1059,1685
1424,1332,894,82
105,1109,702,1845
140,1078,599,1983
252,278,110,1606
1710,461,1171,209
753,1325,1581,1436
455,1451,959,1752
190,511,1709,822
1735,1784,301,749
528,1900,1047,1278
1899,1525,91,74
488,354,401,1943
1507,979,200,1711
1647,1237,1872,1522
638,1122,909,1868
1233,1769,1148,1453
138,1958,987,929
311,32,750,957
254,1238,865,566
707,301,1449,1437
638,342,68,888
1110,1122,1527,1754
963,1816,1705,417
1768,241,506,857
993,630,619,1427
1206,206,349,1647
1101,490,752,1773
497,1953,733,1007
544,391,1077,746
1985,719,1400,116
716,1976,446,167
935,43,1953,857
1779,1860,1394,1540
1516,388,352,39
1385,1581,67,1024
365,1386,281,1201
357,687,286,179
584,822,447,924
546,655,870,282
854,1254,1723,962
510,1762,1508,581
505,258,52,592
26,1573,1461,788
1052,1909,1259,338
22,381,261,879
792,314,501,1015
1372,893,254,1210
486,1188,1280,542
1906,129,410,1959
1837,1562,502,1933
1188,1753,1905,1570
392,609,1236,734
1300,1333,502,1268
1378,1304,1772,1483
1397,1858,1726,1279
1308,1463,1620,974
467,559,858,132
133,1330,1581,702
1092,1386,571,694
1982,1506,744,649
793,1981,264,959
358,98,778,237
1471,389,481,1495
1028,1917,978,196
596,1981,1883,184
1250,294,1582,1735
110,1179,287,973
712,774,615,1309
1590,1794,1947,988
1215,1564,1756,952
16,185,4,1307
1077,506,1262,829
315,1668,440,574
1408,1361,379,1413
1206,1593,440,798
191,483,1627,1766
318,1646,403,1875
528,1823,1001,607
1217,24,1645,1566
1129,1346,1351,1760
1334,662,1992,1217
1058,1943,330,303
1167,520,1600,1794
1775,1875,446,591
1410,37,677,1997
1220,878,1533,950
1489,1525,648,1856
1739,1114,1104,1404
133,1171,661,3
446,1284,1272,1497
1531,1531,516,1584
123,308,1728,392
842,1990,1972,1498
704,1039,1523,892
388,1050,969,1788
682,127,186,651
1913,472,148,1568
1900,1041,1271,731
1746,1061,1280,383
654,1421,985,636
164,1772,1132,39
765,1961,1229,228
561,686,1951,1644
611,1564,847,131
786,399,405,939
1745,1178,224,126
554,1795,1863,1997
1518,1054,1350,1081
91,573,186,1392
887,352,452,58
223,1112,1267,1815
1648,305,1577,1495
774,430,986,979
1026,1926,272,192
718,1837,1096,1503
1456,1406,555,1449
283,541,1043,1436
733,1544,1277,1948
1025,505,1250,1841
859,895,861,1116
1556,1527,1545,1945
557,425,776,225
1340,828,816,1151
889,792,545,669
1164,1152,1058,445
263,1286,1149,1607
843,1323,804,74
1445,515,518,976
1286,1148,308,1966
983,895,1904,1469
1350,451,218,837
1747,411,753,1272
1615,1634,1677,1035
379,1299,1656,1708
218,566,1251,45
1530,597,541,185
1833,1829,580,178
1935,1989,1052,1027
105,374,1827,967
64,39,305,286
288,1333,304,63
245,1675,1612,1528
1386,1628,689,186
1865,567,1995,647
1129,1863,571,1148
982,1572,2,147
1503,1617,966,561
1370,1001,779,1349
233,76,523,24
1797,740,1568,492
329,503,554,660
772,328,1626,390
511,932,1607,863
1828,39,428,999
858,1358,1937,1536
780,223,288,1438
1840,421,1254,1060
426,985,1538,1588
1428,1308,839,1405
1345,1158,250,485
1786,1360,1896,1191
1824,344,1117,549
1411,1055,484,733
706,1815,1617,420
30,659,195,442
580,851,847,1466
145,1296,13,247
1130,690,1648,1993
348,751,391,1860
1593,522,262,1738
1511,627,281,846
653,846,274,1212
506,517,574,303
1938,1466,1412,1217
436,1380,593,915
1155,1945,805,1747
764,758,401,1710
585,552,171,946
1978,1114,874,732
240,438,82,1477
645,646,401,156
1756,1620,285,988
948,39,794,74
1611,1254,1377,1361
1284,677,735,1160
935,896,1536,1422
1379,989,1203,1640
223,1503,1210,1034
1376,1389,1144,145
528,1060,531,1285
1867,967,850,1513
1646,24,518,1502
718,1387,1408,1511
1605,627,1410,1121
1406,894,1214,989
989,687,1865,1638
1278,1058,295,1349
295,961,1885,884
550,92,453,713
1461,1300,1437,130
183,631,491,1098
414,77,215,1240
1676,445,636,1463
1921,899,687,554
1875,1441,73,1898
943,1509,1470,1567
141,1959,1753,1881
800,263,1033,809
721,630,1417,1131
1415,1415,1041,1801
918,855,622,1799
1198,1398,1478,1854
933,1547,270,1393
1177,904,1731,1919
1195,469,1631,1809
942,137,1751,255
241,1338,959,1203
897,776,1586,256
958,1860,1413,1730
1406,111,1073,317
1816,607,1088,1135
716,1026,202,1716
1639,23,464,83
683,1765,1398,46
1986,1464,260,1940
421,1190,1406,940
403,1509,402,680
856,1031,1310,132
295,0,661,703
916,1982,1932,1278
343,1586,1305,608
1914,1463,1097,902
1209,1384,853,89
1034,689,599,1342
632,445,952,1950
1592,176,865,1139
1556,328,813,1561
418,1324,1328,1126
280,1516,1180,1700
721,1820,586,1089
55,339,842,1725
650,847,1900,20
1346,392,238,97
1177,595,1683,1739
124,1236,759,665
1630,229,1727,1121
410,10,56,18
1990,228,1914,724
933,1513,925,1375
1143,1923,1634,1645
1609,936,157,1914
85,79,997,806
1889,61,413,122
1224,1226,460,479
1904,79,1870,1980
188,888,1016,1402
57,923,1274,939
1340,207,1017,450
742,843,186,1709
246,1579,1423,817
976,1309,307,1244
612,287,1641,1803
699,1372,1233,72
1658,937,902,155
854,748,335,571
1697,558,446,1397
66,1508,1195,1881
1859,497,961,655
1292,1798,635,1258
834,902,779,473
42,124,1495,1350
1858,1723,1316,549
1512,603,1102,1682
394,1566,1925,1338
1560,406,1241,1734
1590,1282,1781,748
1972,1653,509,59
1109,912,1743,903
954,1248,568,1704
133,1405,1315,1437
714,480,1442,405
1159,1331,179,1947
1781,1570,1147,1449
1156,925,994,227
1234,1342,174,887
1716,1503,1559,715
303,393,960,722
1915,68,1144,41
1012,676,1658,776
1377,431,923,185
662,413,1086,1807
1500,1417,347,1444
603,1247,786,1806
1032,1420,1442,1900
371,774,1130,1060
1374,35,793,1931
917,786,217,1292
695,1159,735,1989
1157,1493,1138,1383
849,532,1626,1535
58,715,1462,1452
1397,1630,1752,1735
1762,239,1380,469
527,714,34,1293
1836,1671,1495,839
1103,1628,1188,1479
833,1504,1883,1587
132,879,144,164
480,962,943,1741
178,1737,233,540
1122,18,240,1816
1674,290,814,786
132,167,408,1900
1368,893,1712,1430
1566,911,163,1384
885,109,319,496
1276,1666,589,972
535,1523,1552,1123
324,175,243,1043
687,274,1474,1506
1741,1585,78,1817
1188,838,407,1291
449,408,884,800
1304,414,4,861
952,1460,1242,1926
1108,1814,724,193
1926,341,1926,653
1912,1776,844,1079
1072,1764,739,968
1529,1859,1352,78
1968,34,669,745
1535,256,198,1857
193,119,143,1581
1794,1996,938,298
1573,349,1264,250
627,447,996,1147
1595,1847,115,1203
1787,762,1258,249
1102,363,1589,887
422,1034,1115,984
1009,991,166,1664
1160,1261,1845,1496
552,1270,1830,114
1491,466,1142,294
475,1219,44,423
1047,107,1112,1332
155,736,1522,985
567,1440,739,1806
1376,1386,1797,847
918,1668,1155,154
880,163,311,818
897,1564,1667,1844
358,1234,1837,923
398,1323,1228,1830
1820,116,1121,1174
1652,1703,814,1590
1639,964,1132,1690
1087,672,878,1600
1393,449,1264,1872
1359,1940,638,837
721,1590,33,365
182,808,1799,828
1227,1477,1372,127
149,1515,1439,371
755,821,882,1521
1030,1522,782,1193
122,950,1742,1652
0,1031,1561,898
1673,641,415,1298
1845,1003,1436,1485
775,698,217,1449
1820,1041,26,1975
1079,76,1372,1208
1200,185,1168,1918
42,1423,1827,1411
433,709,960,161
1519,808,1089,1256
1424,1591,930,1034
1887,992,730,714
546,1937,196,679
1876,318,1489,334
1945,1498,1503,1587
15,458,1044,566
755,1585,1775,549
1955,1603,1959,781
1913,109,229,715
801,1024,572,1801
633,1697,262,614
947,1311,1691,1658
350,345,1330,278
437,1065,123,964
71,1221,128,935
855,1362,1656,1414
1910,287,638,575
1335,485,1729,1035
941,1884,951,705
1756,469,1540,1068
385,1769,1452,968
186,219,442,1146
1986,484,1750,1331
1755,364,1652,881
779,879,477,801
1103,1090,146,1781
440,1034,320,1517
1316,400,559,1615
1041,90,1304,239
900,927,1349,85
1170,1147,1888,410
1078,1515,25,1322
356,270,1399,59
294,1629,1995,988
1410,1338,514,690
1556,316,1777,663
1497,681,1298,1496
1631,463,182,458
218,369,562,1157
866,1459,1554,550
1816,513,395,1208
1343,1298,108,541
1492,187,896,1368
1563,1601,1335,1565
432,789,1771,1806
113,697,348,1412
794,1103,371,720
1788,1373,960,1545
376,1680,1908,528
855,1211,1420,1560
1046,334,78,356
1812,635,1341,1379
1723,1361,310,431
1712,810,1600,756
1605,22,490,684
981,1726,1269,1672
1204,903,1744,25
1132,109,1737,1373
1246,896,220,1836
54,1814,1072,1657
1089,1041,1824,15
567,740,62,1563
138,1776,229,410
745,685,1813,245
284,1378,687,800
1865,866,367,1130
1192,201,1724,440
1322,880,1323,400
159,1136,761,401
1074,212,104,461
751,839,1790,1540
876,1759,1590,1623
1904,1595,997,1168
993,193,976,1657
152,488,211,208
1234,185,638,802
1523,1248,793,374
972,628,455,507
1109,1165,1609,1511
593,30,1994,868
225,1505,62,1989
1712,1114,1421,506
662,1666,1636,1737
1132,1221,1188,620
1888,507,1258,504
69,1485,1275,980
519,775,435,1973
225,1373,1373,214
233,1633,1121,1595
293,1750,1658,246
496,1923,829,785
1716,110,890,1685
1507,11,412,89
1490,711,863,1595
589,131,561,930
1175,1457,1906,959
1037,1196,28,809
29,1037,844,355
596,1511,754,707
90,1588,171,531
58,105,1919,1487
1578,1642,122,1497
152,566,1549,1939
1036,1947,65,242
298,1193,1218,833
606,520,839,82
576,1837,1214,1904
1128,916,437,1564
1847,833,144,1853
1915,1819,1853,682
1675,1923,1498,700
923,1774,544,153
882,940,533,1331
1188,1987,1085,1838
698,810,844,382
1140,699,618,1612
308,1826,710,258
1189,1027,630,1312
1639,1958,494,1004
701,1553,1569,736
1968,933,1595,1946
1009,1777,808,843
1391,1214,1956,1837
1991,1021,17,24
1593,945,1662,705
1679,1135,1157,1382
1142,119,941,1343
372,992,1530,844
1581,156,361,59
1144,1103,1439,842
673,582,352,185
1447,1426,1986,1297
1987,182,1204,1051
62,1602,1357,1254
1506,723,1878,943
699,1789,163,20
1210,774,912,1784
561,903,1969,16
719,1374,14,1399
372,834,534,37
1145,863,62,627
19,251,772,1685
1635,732,1903,1555
914,1832,203,640
1321,458,573,244
1219,1542,291,1249
1444,1862,1708,689
1738,1697,1398,580
768,696,38,1472
637,1747,846,675
1895,1954,1601,460
338,1380,1817,1526
1423,1912,1860,1437
404,1642,1329,1745
646,440,97,361
1502,862,1619,1086
698,639,751,346
1235,1316,986,1266
355,692,1927,1288
1742,371,741,1931
1519,886,671,1120
678,428,692,1229
1107,957,100,938
821,1021,268,73
1511,1464,643,186
120,478,655,808
550,1040,1671,464
737,83,553,672
1360,262,1197,1321
946,1571,519,1787
1915,1668,1386,1157
1850,1469,1732,828
146,1024,1012,1001
1499,895,1021,907
865,1405,992,1112
1741,1987,1639,196
1230,1014,878,1253
1587,585,859,328
886,129,1053,346
498,25,259,352
1566,204,320,1378
901,1366,956,441
1529,1131,1564,387
1775,1220,813,906
206,83,1794,1639
928,1913,410,1477
7,155,1309,1289
1774,483,1748,1502
1246,653,990,649
1999,1478,180,1646
310,590,1627,899
1943,480,754,1200
391,936,908,718
1171,816,1255,652
655,965,1221,1462
811,86,989,879
1046,1717,638,1764
881,1700,244,16
551,779,1712,100
1577,756,930,1111
643,679,1297,755
242,1773,289,527
905,659,309,989
1206,1314,1514,337
1315,642,1010,428
1937,1761,1799,1377
1551,1366,284,411
1334,435,212,1848
134,1458,1941,447
1285,775,956,790
46,495,528,531
1465,961,605,1817
640,1458,706,875
1084,1029,1926,1153
108,457,404,1249
558,708,204,944
1531,58,1926,1483
149,677,1593,232
1028,985,715,1690
105,117,399,386
1693,1403,386,1306
420,495,1239,660
1057,860,1791,1527
1503,639,1076,44
848,655,349,601
790,1059,343,356
537,245,931,119
238,868,487,90
179,835,537,1790
1404,621,1354,574
547,619,1999,1960
645,661,1883,71
1875,36,479,200
322,248,1195,223
848,937,1908,683
284,1059,669,1827
867,1181,1154,1835
772,1885,175,1658
762,1873,1249,1110
1583,1664,922,117
1119,1402,433,119
1006,1206,1024,1736
906,281,111,707
1688,697,1591,766
1658,320,274,1312
249,792,191,1784
1814,1855,1827,1116
1180,523,1051,1441
1706,1793,490,337
908,1884,541,1326
1242,706,853,337
304,662,1260,1310
1445,1673,1112,182
1035,536,1780,461
368,754,223,1328
1863,356,451,1651
293,431,951,1890
1480,1870,1285,133
1902,1899,683,443
596,1044,15,1731
918,1867,1993,39
1971,1892,869,1233
1812,361,274,1703
1794,1984,476,726
1731,1767,448,695
507,1383,98,1605
923,257,1347,142
312,553,282,417
219,780,752,747
1174,418,1684,908
1957,485,683,1969
1766,476,68,1603
676,932,748,975
1702,1934,236,379
1328,1147,957,166
1486,1180,621,761
451,77,1043,1079
1921,0,1588,1653
760,615,250,1061
1261,806,11,1029
1466,1626,1770,1611
724,1179,1408,1024
1807,1882,918,953
760,572,1239,66
1020,640,350,851
1234,1457,1136,1522
1195,549,976,182
149,1519,1687,24
1992,611,848,70
1902,447,1992,1949
576,1792,1979,1303
1311,816,1240,1652
316,709,1812,473
232,979,1130,743
1002,643,1543,1083
714,1890,971,1505
1483,162,177,77
289,1759,1600,782
1036,1943,517,1437
1454,912,1699,1066
1718,805,666,783
1271,767,164,228
912,549,1671,1729
1239,818,281,629
1258,162,687,1326
1378,894,955,1139
989,922,1907,1435
1054,1370,1799,1519
1610,456,179,134
382,441,673,375
1936,1701,1309,1810
639,1797,1673,1752
1174,13,1883,1017
1708,174,1569,1462
771,1390,1276,597
946,522,1632,770
1112,1756,1687,320
1079,1032,688,47
238,1859,1700,474
515,856,1310,1595
1016,1807,1092,320
744,1698,920,1012
1002,1597,135,144
780,1783,309,1296
248,638,1686,1623
1366,1244,44,1957
1679,1029,1059,1880
327,213,1736,1492
601,843,1654,1711
1899,1872,218,1080
1665,1118,908,833
891,1963,928,1752
1563,1813,462,1875
443,1032,27,265
608,442,1707,834
203,1474,904,62
1688,74,1500,1758
1822,485,1680,1952
1764,252,1651,357
158,907,1748,1638
1465,1095,1576,1703
1032,805,900,731
216,1870,262,444
958,971,1841,1813
56,1819,1524,79
105,1318,1279,400
294,850,659,1401
146,1,1408,1487
189,120,1513,548
151,773,1741,868
1603,1377,943,1667
304,1616,2,1967
1783,1504,429,1128
1393,1299,1425,1267
1467,830,1744,744
329,684,1987,700
1431,19,892,908
939,1308,1963,1481
1759,1650,1295,1637
20,1261,398,821
550,973,384,465
1088,1875,1715,1678
1040,841,1951,130
60,1913,1860,1631
948,69,1538,967
252,1797,1099,9
146,961,1957,106
469,1149,1035,288
892,388,486,1879
11,451,1897,1307
628,1101,849,671
1137,618,958,1422
839,913,1894,1453
1270,1806,1738,1522
1250,257,1664,95
1900,22,1376,1807
378,1454,639,568
463,1378,1535,1137
1758,49,891,1815
564,1322,1094,1135
288,1017,1079,1381
409,1608,1436,586
1955,30,1060,66
45,581,1336,1088
877,342,165,1330
1995,963,1257,308
1598,250,706,1809
205,1337,977,792
1401,1136,1772,1366
1945,416,1204,1307
93,1051,1771,1512
1495,380,56,649
1687,504,576,1103
1723,1053,228,1052
742,1627,931,351
395,1475,1276,1013
1126,1482,1424,1820
784,1289,1668,1424
297,493,1887,1285
194,535,48,1177
962,1985,1203,1634
1117,1520,201,403
330,1875,1262,1427
1894,998,525,1763
1414,1227,986,1902
676,121,511,1437
358,1051,1405,1175
665,1742,1513,1681
1348,156,1564,318
652,23,1648,1161
943,175,1320,1959
361,178,469,1765
787,879,1746,1584
1835,788,1685,410
1891,991,902,412
1691,53,1739,1691
1924,133,18,442
1718,1746,1583,1520
1560,467,1383,988
1329,372,1107,1997
235,866,179,1012
1545,267,1018,163
1842,221,279,1935
870,4,259,1450
1946,894,185,287
650,810,1606,1299
1158,246,1434,729
335,610,1722,1832
677,234,360,100
626,254,1095,1052
1876,781,1963,1929
570,179,1728,716
526,1459,261,727
1289,380,754,623
391,411,956,1375
21,1174,441,323
841,318,258,1064
725,1788,34,1533
339,574,956,1689
1261,337,1929,1959
1768,988,505,649
212,632,1297,1495
28,1537,1515,1688
872,1617,1266,453
45,300,734,400
1908,1570,340,1015
1954,1133,939,954
1584,1465,576,1430
109,606,526,270
43,1818,1784,862
1645,112,643,1044
1531,418,1363,177
1256,14,994,126
555,19,333,218
697,387,1077,327
19,964,1172,234
1603,671,970,1432
531,367,380,586
355,882,309,1981
192,802,267,1386
1850,1450,884,1543
220,1240,1592,875
852,276,716,1697
793,357,826,1246
1338,193,1479,1895
1195,524,1754,830
1359,874,1232,439
1178,521,985,1037
1208,702,791,681
925,105,1703,596
186,347,1464,1380
192,1873,506,1385
377,615,1322,322
772,349,1114,1351
624,1080,262,464
172,1474,1857,1389
1145,210,213,616
1204,1189,1231,561
940,973,321,690
125,304,1869,1369
1275,1010,321,853
849,813,1572,1718
1654,1866,1703,1744
413,1273,1746,1895
61,27,1487,1871
1160,897,724,788
1260,523,270,1051
179,909,1147,532
481,1642,1089,1228
188,156,1943,1122
292,1370,528,366
1586,838,249,1473
225,83,739,86
1797,506,670,1144
843,469,1140,1958
531,1358,208,444
751,1433,210,1604
949,316,350,1102
1179,390,377,1878
694,1123,1244,843
423,1160,1536,578
1015,1935,1489,895
1110,860,585,1825
1921,1369,579,1381
1133,1036,66,534
1803,1653,709,603
540,376,1699,168
452,1729,1606,896
790,1933,516,1148
1449,796,1112,586
811,1318,725,251
1454,1972,373,544
964,3,917,455
1898,1437,899,778
364,1740,428,225
